frame_id,timestamp,diameter,confidence,is_bad_data
0,0.0,187,1.0,False
1,0.04,186,1.0,False
2,0.08,189,1.0,False
3,0.12,188,1.0,False
4,0.16,186,1.0,False
5,0.2,188,1.0,False
6,0.24,189,1.0,False
7,0.28,189,1.0,False
8,0.32,191,1.0,False
9,0.36,193,1.0,False
10,0.4,190,1.0,False
11,0.44,189,1.0,False
12,0.48,190,1.0,False
13,0.52,190,1.0,False
14,0.56,191,1.0,False
15,0.6,190,1.0,False
16,0.64,193,1.0,False
17,0.68,188,1.0,False
18,0.72,193,1.0,False
19,0.76,187,1.0,False
20,0.8,188,1.0,False
21,0.84,182,1.0,False
22,0.88,180,1.0,False
23,0.92,177,1.0,False
24,0.96,174,1.0,False
25,1.0,172,1.0,False
26,1.04,171,1.0,False
27,1.08,172,0.9444444179534912,False
28,1.12,200,0.75,True
29,1.16,169,0.9444444179534912,False
30,1.2,173,0.9714285731315613,False
31,1.24,168,0.9444444179534912,False
32,1.28,174,1.0,False
33,1.32,171,0.9722222089767456,False
34,1.36,171,0.9444444179534912,False
35,1.4000000000000001,171,0.9722222089767456,False
36,1.44,175,1.0,False
37,1.48,171,0.9722222089767456,False
38,1.52,177,1.0,False
39,1.56,178,1.0,False
40,1.6,173,1.0,False
41,1.6400000000000001,175,0.9722222089767456,False
42,1.68,176,1.0,False
43,1.72,174,0.970588207244873,False
44,1.76,180,1.0,False
45,1.8,173,0.9722222089767456,False
46,1.84,177,1.0,False
47,1.8800000000000001,177,1.0,False
48,1.92,178,1.0,False
49,1.96,180,1.0,False
50,2.0,181,1.0,False
51,2.04,179,1.0,False
52,2.08,180,1.0,False
53,2.12,181,1.0,False
54,2.16,180,1.0,False
55,2.2,181,1.0,False
56,2.24,182,1.0,False
57,2.2800000000000002,183,1.0,False
58,2.32,181,1.0,False
59,2.36,187,1.0,False
60,2.4,183,1.0,False
61,2.44,184,1.0,False
62,2.48,182,1.0,False
63,2.52,177,1.0,False
64,2.56,174,1.0,False
65,2.6,172,1.0,False
66,2.64,169,1.0,False
67,2.68,164,0.9166666865348816,False
68,2.72,165,0.9722222089767456,False
69,2.7600000000000002,165,0.9722222089767456,False
70,2.8000000000000003,157,0.9444444179534912,False
71,2.84,161,0.9444444179534912,False
72,2.88,157,0.9444444179534912,False
73,2.92,165,0.9722222089767456,False
74,2.96,160,0.9166666865348816,False
75,3.0,164,0.9722222089767456,False
76,3.04,156,0.9444444179534912,False
77,3.08,159,0.9166666865348816,False
78,3.12,155,0.939393937587738,False
79,3.16,159,0.9444444179534912,False
80,3.2,156,0.9166666865348816,False
81,3.24,159,0.9166666865348816,False
82,3.2800000000000002,159,0.9166666865348816,False
83,3.3200000000000003,155,0.9166666865348816,False
84,3.36,154,0.9142857193946838,False
85,3.4,160,0.9444444179534912,False
86,3.44,156,0.9428571462631226,False
87,3.48,157,0.9444444179534912,False
88,3.52,157,0.9444444179534912,False
89,3.56,159,0.9166666865348816,False
90,3.6,157,0.9444444179534912,False
91,3.64,156,0.9444444179534912,False
92,3.68,157,0.9166666865348816,False
93,3.72,158,0.9444444179534912,False
94,3.7600000000000002,159,0.9166666865348816,False
95,3.8000000000000003,157,0.9411764740943909,False
96,3.84,157,0.9142857193946838,False
97,3.88,159,0.8888888955116272,True
98,3.92,160,0.9166666865348816,False
99,3.96,179,0.9166666865348816,False
100,4.0,160,0.9428571462631226,False
101,4.04,159,0.9166666865348816,False
102,4.08,159,0.9166666865348816,False
103,4.12,160,1.0,False
104,4.16,165,1.0,False
105,4.2,167,1.0,False
106,4.24,161,0.9142857193946838,False
107,4.28,163,1.0,False
108,4.32,164,0.9444444179534912,False
109,4.36,170,1.0,False
110,4.4,162,1.0,False
111,4.44,170,1.0,False
112,4.48,170,1.0,False
113,4.5200000000000005,170,1.0,False
114,4.5600000000000005,169,1.0,False
115,4.6000000000000005,169,1.0,False
116,4.64,170,1.0,False
117,4.68,171,1.0,False
118,4.72,172,1.0,False
119,4.76,168,1.0,False
120,4.8,169,1.0,False
121,4.84,170,1.0,False
122,4.88,169,1.0,False
123,4.92,170,1.0,False
124,4.96,171,1.0,False
125,5.0,169,1.0,False
126,5.04,171,1.0,False
127,5.08,170,1.0,False
128,5.12,170,1.0,False
129,5.16,169,1.0,False
130,5.2,170,1.0,False
131,5.24,172,1.0,False
132,5.28,171,1.0,False
133,5.32,169,0.9722222089767456,False
134,5.36,172,0.9166666865348816,False
135,5.4,168,0.9444444179534912,False
136,5.44,169,0.9428571462631226,False
137,5.48,169,0.9428571462631226,False
138,5.5200000000000005,169,0.9444444179534912,False
139,5.5600000000000005,172,1.0,False
140,5.6000000000000005,172,1.0,False
141,5.64,176,1.0,False
142,5.68,174,1.0,False
143,5.72,174,1.0,False
144,5.76,177,1.0,False
145,5.8,179,1.0,False
146,5.84,175,1.0,False
147,5.88,177,1.0,False
148,5.92,175,1.0,False
149,5.96,179,1.0,False
150,6.0,173,1.0,False
151,6.04,175,0.9166666865348816,False
152,6.08,176,1.0,False
153,6.12,171,0.9444444179534912,False
154,6.16,175,1.0,False
155,6.2,178,1.0,False
156,6.24,177,1.0,False
157,6.28,169,1.0,False
158,6.32,171,1.0,False
159,6.36,170,0.9722222089767456,False
160,6.4,170,0.9722222089767456,False
161,6.44,172,1.0,False
162,6.48,172,1.0,False
163,6.5200000000000005,168,0.9444444179534912,False
164,6.5600000000000005,171,0.9444444179534912,False
165,6.6000000000000005,165,0.9444444179534912,False
166,6.640000000000001,170,1.0,False
167,6.68,169,0.9444444179534912,False
168,6.72,169,0.9444444179534912,False
169,6.76,167,0.9444444179534912,False
170,6.8,169,0.9722222089767456,False
