frame_id,timestamp,diameter,confidence,is_bad_data
0,0.0,240,1.0,False
1,0.03333333333333333,239,1.0,False
2,0.06666666666666667,242,1.0,False
3,0.1,239,1.0,False
4,0.13333333333333333,242,1.0,False
5,0.16666666666666666,242,1.0,False
6,0.2,241,1.0,False
7,0.23333333333333334,243,1.0,False
8,0.26666666666666666,240,1.0,False
9,0.3,240,1.0,False
10,0.3333333333333333,242,1.0,False
11,0.36666666666666664,242,1.0,False
12,0.4,242,1.0,False
13,0.43333333333333335,240,1.0,False
14,0.4666666666666667,240,1.0,False
15,0.5,242,1.0,False
16,0.5333333333333333,241,1.0,False
17,0.5666666666666667,242,1.0,False
18,0.6,240,1.0,False
19,0.6333333333333333,242,1.0,False
20,0.6666666666666666,241,1.0,False
21,0.7,242,1.0,False
22,0.7333333333333333,241,1.0,False
23,0.7666666666666666,238,1.0,False
24,0.8,240,1.0,False
25,0.8333333333333334,243,1.0,False
26,0.8666666666666667,242,1.0,False
27,0.9,242,1.0,False
28,0.9333333333333333,241,1.0,False
29,0.9666666666666667,241,1.0,False
30,1.0,243,1.0,False
31,1.0333333333333332,241,1.0,False
32,1.0666666666666667,242,1.0,False
33,1.1,240,1.0,False
34,1.1333333333333333,239,1.0,False
35,1.1666666666666667,240,1.0,False
36,1.2,244,1.0,False
37,1.2333333333333334,240,1.0,False
38,1.2666666666666666,241,1.0,False
39,1.3,241,1.0,False
40,1.3333333333333333,240,1.0,False
41,1.3666666666666667,241,1.0,False
42,1.4,242,1.0,False
43,1.4333333333333333,241,1.0,False
44,1.4666666666666666,241,1.0,False
45,1.5,243,1.0,False
46,1.5333333333333332,243,1.0,False
47,1.5666666666666667,245,1.0,False
48,1.6,240,1.0,False
49,1.6333333333333333,240,1.0,False
50,1.6666666666666667,239,1.0,False
51,1.7,242,1.0,False
52,1.7333333333333334,240,1.0,False
53,1.7666666666666666,241,1.0,False
54,1.8,242,1.0,False
55,1.8333333333333333,240,1.0,False
56,1.8666666666666667,241,1.0,False
57,1.9,243,1.0,False
58,1.9333333333333333,242,1.0,False
59,1.9666666666666666,238,1.0,False
60,2.0,241,1.0,False
61,2.033333333333333,242,1.0,False
62,2.0666666666666664,241,1.0,False
63,2.1,240,1.0,False
64,2.1333333333333333,241,1.0,False
65,2.1666666666666665,241,1.0,False
66,2.2,242,1.0,False
67,2.2333333333333334,240,1.0,False
68,2.2666666666666666,241,1.0,False
69,2.3,244,1.0,False
70,2.3333333333333335,242,1.0,False
71,2.3666666666666667,238,1.0,False
72,2.4,240,1.0,False
73,2.433333333333333,241,1.0,False
74,2.466666666666667,243,1.0,False
75,2.5,243,1.0,False
76,2.533333333333333,241,1.0,False
77,2.5666666666666664,240,1.0,False
78,2.6,240,1.0,False
79,2.6333333333333333,240,1.0,False
80,2.6666666666666665,241,1.0,False
81,2.7,240,1.0,False
82,2.7333333333333334,243,1.0,False
83,2.7666666666666666,242,1.0,False
84,2.8,241,1.0,False
85,2.8333333333333335,241,1.0,False
86,2.8666666666666667,244,1.0,False
87,2.9,242,1.0,False
88,2.933333333333333,240,1.0,False
89,2.966666666666667,240,1.0,False
90,3.0,240,1.0,False
91,3.033333333333333,240,1.0,False
92,3.0666666666666664,242,1.0,False
93,3.1,242,1.0,False
94,3.1333333333333333,241,1.0,False
95,3.1666666666666665,239,1.0,False
96,3.2,241,1.0,False
97,3.2333333333333334,240,1.0,False
98,3.2666666666666666,243,1.0,False
99,3.3,242,1.0,False
100,3.3333333333333335,241,1.0,False
101,3.3666666666666667,241,1.0,False
102,3.4,240,1.0,False
103,3.433333333333333,242,1.0,False
104,3.466666666666667,242,1.0,False
105,3.5,241,1.0,False
106,3.533333333333333,240,1.0,False
107,3.5666666666666664,240,1.0,False
108,3.6,240,1.0,False
109,3.6333333333333333,243,1.0,False
110,3.6666666666666665,242,1.0,False
111,3.6999999999999997,241,1.0,False
112,3.7333333333333334,242,1.0,False
113,3.7666666666666666,241,1.0,False
114,3.8,242,1.0,False
115,3.8333333333333335,243,1.0,False
116,3.8666666666666667,240,1.0,False
117,3.9,242,1.0,False
118,3.933333333333333,242,1.0,False
119,3.966666666666667,240,1.0,False
120,4.0,236,1.0,False
121,4.033333333333333,242,1.0,False
122,4.066666666666666,240,1.0,False
123,4.1,242,1.0,False
124,4.133333333333333,242,1.0,False
125,4.166666666666667,240,1.0,False
126,4.2,240,1.0,False
127,4.233333333333333,241,1.0,False
128,4.266666666666667,244,1.0,False
129,4.3,243,1.0,False
130,4.333333333333333,242,1.0,False
131,4.366666666666666,242,1.0,False
132,4.4,240,1.0,False
133,4.433333333333334,241,1.0,False
134,4.466666666666667,241,1.0,False
135,4.5,240,1.0,False
136,4.533333333333333,242,1.0,False
137,4.566666666666666,241,1.0,False
138,4.6,240,1.0,False
139,4.633333333333333,240,1.0,False
140,4.666666666666667,242,1.0,False
141,4.7,241,1.0,False
142,4.733333333333333,239,1.0,False
143,4.766666666666667,240,1.0,False
144,4.8,241,1.0,False
145,4.833333333333333,242,1.0,False
146,4.866666666666666,241,1.0,False
147,4.9,241,1.0,False
148,4.933333333333334,241,1.0,False
149,4.966666666666667,243,1.0,False
150,5.0,241,1.0,False
151,5.033333333333333,239,1.0,False
152,5.066666666666666,245,1.0,False
153,5.1,241,1.0,False
154,5.133333333333333,240,1.0,False
155,5.166666666666667,240,1.0,False
156,5.2,240,1.0,False
157,5.233333333333333,241,1.0,False
158,5.266666666666667,242,1.0,False
159,5.3,240,1.0,False
160,5.333333333333333,243,1.0,False
161,5.366666666666666,242,1.0,False
162,5.4,242,1.0,False
163,5.433333333333334,242,1.0,False
164,5.466666666666667,242,1.0,False
165,5.5,243,1.0,False
166,5.533333333333333,243,1.0,False
167,5.566666666666666,243,1.0,False
168,5.6,241,1.0,False
169,5.633333333333333,239,1.0,False
170,5.666666666666667,239,1.0,False
171,5.7,240,1.0,False
172,5.733333333333333,237,1.0,False
173,5.766666666666667,241,1.0,False
174,5.8,241,1.0,False
175,5.833333333333333,243,1.0,False
176,5.866666666666666,242,1.0,False
177,5.9,239,1.0,False
178,5.933333333333334,241,1.0,False
179,5.966666666666667,243,1.0,False
180,6.0,239,1.0,False
181,6.033333333333333,242,1.0,False
182,6.066666666666666,241,1.0,False
183,6.1,239,1.0,False
184,6.133333333333333,239,1.0,False
185,6.166666666666667,240,1.0,False
186,6.2,243,1.0,False
187,6.233333333333333,240,1.0,False
188,6.266666666666667,242,1.0,False
189,6.3,239,1.0,False
190,6.333333333333333,243,1.0,False
191,6.366666666666666,240,1.0,False
192,6.4,240,1.0,False
193,6.433333333333334,241,1.0,False
194,6.466666666666667,239,1.0,False
195,6.5,239,1.0,False
196,6.533333333333333,240,1.0,False
197,6.566666666666666,240,1.0,False
198,6.6,242,1.0,False
199,6.633333333333333,240,1.0,False
200,6.666666666666667,239,1.0,False
201,6.7,239,1.0,False
202,6.733333333333333,244,1.0,False
203,6.766666666666667,239,1.0,False
204,6.8,241,1.0,False
205,6.833333333333333,241,1.0,False
206,6.866666666666666,243,1.0,False
207,6.8999999999999995,240,1.0,False
208,6.933333333333334,241,1.0,False
209,6.966666666666667,242,1.0,False
210,7.0,242,1.0,False
211,7.033333333333333,243,1.0,False
212,7.066666666666666,239,1.0,False
213,7.1,239,1.0,False
214,7.133333333333333,241,1.0,False
215,7.166666666666667,242,1.0,False
